,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Date,Accident.Category,injury.rating,damage.rating,State
126,20020917X01997,Accident,FTW82DA042,1982-01-19,SHREVEPORT LA,UNITED STATES,Non-Fatal,Substantial,Airplane,N6510S,CESSNA,150H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,19-01-1983,1982-01-19,Minor,1,2,LA
127,20020917X01806,Accident,CHI82DA056,1982-01-19,NEAR LANSING MI,UNITED STATES,Non-Fatal,Substantial,Airplane,N4140G,CESSNA,340A,No,2.0,Reciprocating,Part 91: General Aviation,,Business,0.0,0.0,0.0,2.0,UNK,Cruise,Probable Cause,19-01-1983,1982-01-19,Minor,1,2,MI
128,20020917X01781,Accident,CHI82DA028,1982-01-19,GRAND RAPIDS MI,UNITED STATES,Non-Fatal,Substantial,Airplane,N26093,PIPER,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,19-01-1983,1982-01-19,Minor,1,2,MI
130,20020917X01628,Accident,ANC82DA019,1982-01-19,TUNTUTULIAK AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N4246T,PIPER,PA-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,19-01-1983,1982-01-19,Minor,1,2,AK
131,20020917X02334,Incident,LAX82IA044,1982-01-20,SAN JOSE CA,UNITED STATES,Incident,Minor,Airplane,N74HP,PIPER,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,20-01-1983,1982-01-20,Minor,1,1,CA
132,20020917X02258,Accident,LAX82FA048,1982-01-20,CHERRY VALLEY CA,UNITED STATES,Fatal,Destroyed,Airplane,N9395Q,BEECH,58,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,20-01-1983,1982-01-20,Fatal,3,3,CA
133,20020917X02256,Accident,LAX82FA045,1982-01-20,ESCONDIDO CA,UNITED STATES,Fatal,Destroyed,Airplane,N92387,CESSNA,182N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,3.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,20-01-1983,1982-01-20,Fatal,3,3,CA
134,20020917X01751,Accident,ATL82FKQ10,1982-01-20,MCCOMB MS,UNITED STATES,Fatal,Destroyed,Airplane,N6242Y,PIPER,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Business,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,20-01-1983,1982-01-20,Fatal,3,3,MS
135,20020917X02398,Accident,MIA82FA035,1982-01-20,ORLANDO FL,UNITED STATES,Fatal,Substantial,Airplane,N3318S,CESSNA,210,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,1.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,20-01-1983,1982-01-20,Fatal,3,2,FL
136,20020917X01998,Accident,FTW82DA044,1982-01-20,MIDLAND TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N5350M,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-01-1983,1982-01-20,Minor,1,2,TX
138,20020917X02619,Accident,SEA82FA032,1982-01-21,BOISE ID,UNITED STATES,Fatal,Destroyed,Airplane,N4947K,CESSNA,P210N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,21-01-1983,1982-01-21,Fatal,3,3,ID
139,20020917X02467,Accident,MKC82FA019,1982-01-21,NORTH KANSAS CI MO,UNITED STATES,Fatal,Destroyed,Airplane,N4553Q,CESSNA,402A,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,21-01-1983,1982-01-21,Fatal,3,3,MO
141,20020917X02295,Accident,LAX82FUJ25,1982-01-21,BAGDAD AZ,UNITED STATES,Non-Fatal,Destroyed,Airplane,N40291,PIPER,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,0.0,1.0,2.0,0.0,IMC,Maneuvering,Probable Cause,21-01-1983,1982-01-21,Serious,2,3,AZ
142,20020917X02260,Accident,LAX82FA050,1982-01-21,10NM N. OF MCNA AZ,UNITED STATES,Fatal,Destroyed,Airplane,N41664,PIPER,PA-28-235,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,21-01-1983,1982-01-21,Fatal,3,3,AZ
144,20020917X01749,Accident,ATL82FKJ11,1982-01-21,MUSCLE SHOALS AL,UNITED STATES,Non-Fatal,Destroyed,Airplane,N31937,PIPER,PA-32,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,1.0,3.0,0.0,VMC,Approach,Probable Cause,21-01-1983,1982-01-21,Serious,2,3,AL
145,20020917X01626,Accident,ANC82DA016,1982-01-21,PORT GRAHAM AK,UNITED STATES,Non-Fatal,Destroyed,Airplane,N1729U,CESSNA,207,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,21-01-1983,1982-01-21,Minor,1,3,AK
150,20020917X02171,Accident,LAX82DA060,1982-01-22,CARSON CITY NV,UNITED STATES,Non-Fatal,Substantial,Airplane,N13083,CESSNA,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,22-01-1983,1982-01-22,Minor,1,2,NV
152,20020917X02622,Accident,SEA82FYK07,1982-01-23,LAPINE OR,UNITED STATES,Fatal,Destroyed,Airplane,N8172B,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,1.0,1.0,0.0,0.0,IMC,Approach,Probable Cause,23-01-1983,1982-01-23,Fatal,3,3,OR
156,20020917X01883,Accident,CHI82FA032,1982-01-23,LONDON OH,UNITED STATES,Fatal,Destroyed,Airplane,N6940Q,BEECH,A23A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,23-01-1983,1982-01-23,Fatal,3,3,OH
157,20020917X02426,Accident,MKC82DA020,1982-01-23,TOPEKA KS,UNITED STATES,Non-Fatal,Substantial,Airplane,N2872D,PIPER,PA-32-300,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,23-01-1983,1982-01-23,Minor,1,2,KS
158,20020917X02400,Accident,MIA82FA038B,1982-01-23,NEWPORT RICHEY FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N45453,CESSNA,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,23-01-1983,1982-01-23,Minor,1,2,FL
159,20020917X02400,Accident,MIA82FA038A,1982-01-23,NEWPORT RICHEY FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N32555,PIPER,PA-34-200T,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,23-01-1983,1982-01-23,Minor,1,2,FL
160,20020917X02259,Accident,LAX82FA049B,1982-01-23,VICTORVILLE CA,UNITED STATES,Fatal,Substantial,Airplane,N32380,PIPER,PA-28-235,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,2.0,0.0,4.0,0.0,VMC,Cruise,Probable Cause,23-01-1983,1982-01-23,Fatal,3,2,CA
161,20020917X02113,Accident,FTW82FPD08,1982-01-23,SAGINAW TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N7219S,CESSNA,150H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,23-01-1983,1982-01-23,Serious,2,2,TX
164,20020917X02002,Accident,FTW82DA049,1982-01-23,HOUSTON TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N2536K,PIPER,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,0.0,0.0,1.0,1.0,VMC,Go-around,Probable Cause,23-01-1983,1982-01-23,Minor,1,2,TX
166,20020917X02563,Accident,NYC82FNA10,1982-01-24,TAUNTON MA,UNITED STATES,Non-Fatal,Substantial,Airplane,N80420,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,2.0,0.0,UNK,Approach,Probable Cause,24-01-1983,1982-01-24,Minor,1,2,MA
167,20020917X02163,Accident,LAX82DA052,1982-01-24,FLAGSTAFF AZ,UNITED STATES,Non-Fatal,Substantial,Airplane,N13533,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,24-01-1983,1982-01-24,Minor,1,2,AZ
168,20020917X01895,Accident,CHI82FEE12,1982-01-24,WHEELING IL,UNITED STATES,Non-Fatal,Substantial,Airplane,N6492V,CESSNA,172RG,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,2.0,VMC,Standing,Probable Cause,24-01-1983,1982-01-24,Minor,1,2,IL
169,20020917X01661,Accident,ATL82DA040,1982-01-24,ATHENS GA,UNITED STATES,Non-Fatal,Substantial,Airplane,N34975,CESSNA,177,No,1.0,Reciprocating,Part 91: General Aviation,,Business,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,24-01-1983,1982-01-24,Minor,1,2,GA
170,20020917X01646,Accident,ANC82DAG16,1982-01-25,BETHEL AK,UNITED STATES,Fatal,Destroyed,Airplane,N71734,CESSNA,182M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,25-01-1983,1982-01-25,Fatal,3,3,AK
171,20020917X01652,Accident,ANC82FA017,1982-01-25,ANCHORAGE AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N4825B,CESSNA,152II,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,25-01-1983,1982-01-25,Minor,1,2,AK
172,20020917X02123,Accident,FTW82FPM09,1982-01-26,MUSKOGEE OK,UNITED STATES,Non-Fatal,Destroyed,Airplane,N9413G,CESSNA,A188B,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,26-01-1983,1982-01-26,Serious,2,3,OK
173,20020917X02485,Accident,NYC82DA020,1982-01-26,SUSSEX NJ,UNITED STATES,Non-Fatal,Substantial,Airplane,N5989W,PIPER,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,26-01-1983,1982-01-26,Minor,1,2,NJ
174,20020917X02430,Accident,MKC82DA025,1982-01-26,LEE'S SUMMIT MO,UNITED STATES,Non-Fatal,Substantial,Airplane,N9259H,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,26-01-1983,1982-01-26,Minor,1,2,MO
175,20020917X02427,Accident,MKC82DA021,1982-01-26,ESSEX MO,UNITED STATES,Non-Fatal,Substantial,Airplane,N89772,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-01-1983,1982-01-26,Minor,1,2,MO
179,20020917X02491,Accident,NYC82DA027,1982-01-27,ANSONIA CT,UNITED STATES,Non-Fatal,Substantial,Airplane,N4918H,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,27-01-1983,1982-01-27,Minor,1,2,CT
180,20020917X02164,Accident,LAX82DA053,1982-01-27,LODI CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N64951,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,27-01-1983,1982-01-27,Minor,1,2,CA
181,20020917X01925,Accident,DEN82DA031,1982-01-27,BROOMFIELD CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N5745T,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,27-01-1983,1982-01-27,Minor,1,2,CO
183,20020917X01742,Accident,ATL82FID05,1982-01-27,CHARLOTTESVILLE VA,UNITED STATES,Non-Fatal,Substantial,Airplane,N2466B,PIPER,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,27-01-1983,1982-01-27,Minor,1,2,VA
184,20020917X02325,Accident,LAX82FVM09,1982-01-28,LOS GATOS CA,UNITED STATES,Fatal,Destroyed,Airplane,N32678,PIPER,28-151,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,28-01-1983,1982-01-28,Fatal,3,3,CA
185,20020917X02579,Accident,SEA82DA021,1982-01-28,SUNRIVER OR,UNITED STATES,Non-Fatal,Substantial,Airplane,N4604N,CESSNA,340A,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-01-1983,1982-01-28,Minor,1,2,OR
186,20020917X02428,Accident,MKC82DA022,1982-01-28,WENTZVILLE MO,UNITED STATES,Non-Fatal,Substantial,Airplane,N5333T,CESSNA,172H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,28-01-1983,1982-01-28,Minor,1,2,MO
188,20020917X02001,Accident,FTW82DA048,1982-01-28,S. OF MORGAN CI LA,UNITED STATES,Non-Fatal,Substantial,Airplane,N6265E,CESSNA,A185F,No,1.0,Reciprocating,Part 91: General Aviation,,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-01-1983,1982-01-28,Minor,1,2,LA
189,20020917X01662,Accident,ATL82DA043,1982-01-28,LOUISVILLE KY,UNITED STATES,Non-Fatal,Substantial,Airplane,N3654W,PIPER,PA-32-260,No,1.0,Reciprocating,Part 91: General Aviation,,Business,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,28-01-1983,1982-01-28,Minor,1,2,KY
190,20020917X02468,Accident,MKC82FA023,1982-01-29,5M E. GREENSBUR KS,UNITED STATES,Fatal,Destroyed,Airplane,N1589E,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,29-01-1983,1982-01-29,Fatal,3,3,KS
192,20020917X01758,Accident,ATL82FLG10,1982-01-29,DARLINGTON SC,UNITED STATES,Fatal,Destroyed,Airplane,N1434Q,CESSNA,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,29-01-1983,1982-01-29,Fatal,3,3,SC
193,20020917X01919,Accident,DEN82DA025,1982-01-29,NEAR GILLETE WY,UNITED STATES,Non-Fatal,Substantial,Airplane,N758RD,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,29-01-1983,1982-01-29,Minor,1,2,WY
194,20020917X02335,Incident,LAX82IA062,1982-01-30,TRUCKEE CA,UNITED STATES,Incident,Minor,Airplane,N9674C,PIPER,PA-28R-201T,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-01-1983,1982-01-30,Minor,1,1,CA
196,20020917X02313,Accident,LAX82FVA11,1982-01-30,OAKDALE CA,UNITED STATES,Fatal,Substantial,Airplane,N5173R,CESSNA,TR182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,30-01-1983,1982-01-30,Fatal,3,2,CA
198,20020917X02168,Accident,LAX82DA057,1982-01-30,ELKO NV,UNITED STATES,Non-Fatal,Substantial,Airplane,N35289,CESSNA,177B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,30-01-1983,1982-01-30,Minor,1,2,NV
199,20020917X02167,Accident,LAX82DA056,1982-01-30,BIG BEAR CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N54288,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,30-01-1983,1982-01-30,Minor,1,2,CA
200,20020917X02003,Accident,FTW82DA050,1982-01-30,BALD KNOB AR,UNITED STATES,Non-Fatal,Substantial,Airplane,N3041N,CESSNA,140,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,30-01-1983,1982-01-30,Minor,1,2,AR
201,20020917X01920,Accident,DEN82DA026,1982-01-30,BRYCE CANYON UT,UNITED STATES,Non-Fatal,Substantial,Airplane,N5447E,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-01-1983,1982-01-30,Minor,1,2,UT
202,20020917X01664,Accident,ATL82DA045,1982-01-30,CONYERS GA,UNITED STATES,Non-Fatal,Substantial,Airplane,N42042,CESSNA,182L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-01-1983,1982-01-30,Minor,1,2,GA
203,20020917X01663,Accident,ATL82DA044,1982-01-30,CUMBERLAND ISLA GA,UNITED STATES,Non-Fatal,Substantial,Airplane,N734YY,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,30-01-1983,1982-01-30,Minor,1,2,GA
204,20020917X02580,Accident,SEA82DA023,1982-01-30,SINCLAIR ISLAND WA,UNITED STATES,Non-Fatal,Substantial,Airplane,N53294,CESSNA,172P,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,30-01-1983,1982-01-30,Minor,1,2,WA
205,20020917X02547,Accident,NYC82FFA03,1982-01-31,LAKE PLACID NY,UNITED STATES,Non-Fatal,Substantial,Airplane,N6758B,PIPER,PA-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,31-01-1983,1982-01-31,Minor,1,2,NY
206,20020917X02482,Accident,NYC82DA017,1982-01-31,CALDWELL NJ,UNITED STATES,Non-Fatal,Substantial,Airplane,N17065,CESSNA,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,31-01-1983,1982-01-31,Minor,1,2,NJ
207,20020917X02429,Accident,MKC82DA024,1982-01-31,MALDEN MO,UNITED STATES,Non-Fatal,Substantial,Airplane,N5005M,BEECH,36,No,1.0,Reciprocating,Part 91: General Aviation,,Business,0.0,1.0,0.0,1.0,IMC,Cruise,Probable Cause,31-01-1983,1982-01-31,Serious,2,2,MO
208,20020917X02344,Accident,MIA82DA040,1982-01-31,NEW PORT RICHEY FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N5406M,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,31-01-1983,1982-01-31,Minor,1,2,FL
209,20020917X02343,Accident,MIA82DA039,1982-01-31,DELAND FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N21481,PIPER,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,31-01-1983,1982-01-31,Minor,1,2,FL
210,20020917X02169,Accident,LAX82DA058,1982-01-31,EL CAJON CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N2596K,CESSNA,180K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,31-01-1983,1982-01-31,Minor,1,2,CA
211,20020917X02005,Accident,FTW82DA052,1982-01-31,ALBUQUERQUE NM,UNITED STATES,Non-Fatal,Substantial,Airplane,N89963,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,31-01-1983,1982-01-31,Minor,1,2,NM
212,20020917X02004,Accident,FTW82DA051,1982-01-31,MCKINNEY TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N6409M,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-01-1983,1982-01-31,Minor,1,2,TX
213,20020917X01921,Accident,DEN82DA027,1982-01-31,TRINIDAD CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N3921P,PIPER,PA-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,31-01-1983,1982-01-31,Minor,1,2,CO
214,20020917X02480,Accident,NYC82AA028,1982-02-01,GROTON CT,UNITED STATES,Non-Fatal,Destroyed,Airplane,N451C,BEECH,99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,0.0,5.0,2.0,0.0,IMC,Approach,Probable Cause,01-02-1983,1982-02-01,Serious,2,3,CT
215,20020917X02413,Accident,MIA82FLD13,1982-02-01,CRYSTAL RIVER FL,UNITED STATES,Non-Fatal,Destroyed,Airplane,N5111D,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,01-02-1983,1982-02-01,Serious,2,3,FL
217,20020917X02131,Accident,FTW82FQG14,1982-02-01,PAMPA TX,UNITED STATES,Fatal,Destroyed,Airplane,N58947,CESSNA,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,2.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,01-02-1983,1982-02-01,Fatal,3,3,TX
219,20020917X02170,Accident,LAX82DA059,1982-02-01,LAS VEGAS NV,UNITED STATES,Non-Fatal,Substantial,Airplane,N5481S,CESSNA,TR182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,01-02-1983,1982-02-01,Minor,1,2,NV
220,20020917X02006,Accident,FTW82DA053,1982-02-01,LAS CRUCES NM,UNITED STATES,Non-Fatal,Substantial,Airplane,N2575X,CESSNA,P206,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,01-02-1983,1982-02-01,Minor,1,2,NM
222,20020917X01922,Accident,DEN82DA028,1982-02-01,ROCK SPRINGS WY,UNITED STATES,Non-Fatal,Substantial,Airplane,N8178F,PIPER,PA-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,0.0,1.0,0.0,0.0,IMC,Cruise,Probable Cause,01-02-1983,1982-02-01,Serious,2,2,WY
223,20020917X02539,Accident,NYC82FA029,1982-02-02,NEWBURGH NY,UNITED STATES,Fatal,Destroyed,Airplane,N62481,PIPER,PA-23-250,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,02-02-1983,1982-02-02,Fatal,3,3,NY
224,20020917X02139,Accident,FTW82FRD08,1982-02-02,JEANERETTE LA,UNITED STATES,Fatal,Destroyed,Airplane,N3166J,CESSNA,150G,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,02-02-1983,1982-02-02,Fatal,3,3,LA
225,20020917X02581,Accident,SEA82DA024,1982-02-02,MOSES LAKE WA,UNITED STATES,Non-Fatal,Substantial,Airplane,N756GF,CESSNA,U206G,No,1.0,Reciprocating,Part 91: General Aviation,,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-02-1983,1982-02-02,Minor,1,2,WA
226,20020917X02007,Accident,FTW82DA054,1982-02-02,DRYDEN TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N6618N,CESSNA,T210N,No,1.0,Reciprocating,Part 91: General Aviation,,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-02-1983,1982-02-02,Minor,1,2,TX
231,20020917X02582,Accident,SEA82DA025,1982-02-03,NR. COLBERT WA,UNITED STATES,Non-Fatal,Substantial,Airplane,N5527G,CESSNA,150J,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,03-02-1983,1982-02-03,Minor,1,2,WA
238,20020917X02348,Accident,MIA82DA050,1982-02-05,120 NM SSE OF M FL,UNITED STATES,Fatal,Destroyed,Airplane,N1306H,PIPER,PA-28,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,05-02-1983,1982-02-05,Fatal,3,3,FL
239,20020917X01724,Accident,ATL82FA047,1982-02-05,LAMBSBURG VA,UNITED STATES,Fatal,Destroyed,Airplane,N75225,PIPER,PA-32R-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,05-02-1983,1982-02-05,Fatal,3,3,VA
240,20020917X02570,Accident,NYC82FNE03,1982-02-05,ELLINGTON CT,UNITED STATES,Non-Fatal,Substantial,Airplane,N721FL,PIPER,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,05-02-1983,1982-02-05,Serious,2,2,CT
241,20020917X01665,Accident,ATL82DA046,1982-02-05,LUVERNE AL,UNITED STATES,Non-Fatal,Substantial,Airplane,N123WL,CESSNA,T210L,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,0.0,1.0,0.0,0.0,VMC,Climb,Probable Cause,05-02-1983,1982-02-05,Serious,2,2,AL
242,20020917X02585,Accident,SEA82DA028A,1982-02-06,MEDFORD OR,UNITED STATES,Non-Fatal,Minor,Airplane,N56270,BOEING,A75N1,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,06-02-1983,1982-02-06,Minor,1,1,OR
243,20020917X02415,Accident,MIA82FLD15,1982-02-06,FT. PIERCE FL,UNITED STATES,Non-Fatal,Destroyed,Airplane,N747CE,PIPER,PA-31,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,0.0,2.0,0.0,0.0,IMC,Unknown,Probable Cause,06-02-1983,1982-02-06,Serious,2,3,FL
